sample_id,filename,class_id
0,antelope_10001.jpg,1
1,antelope_10002.jpg,1
2,antelope_10003.jpg,1
3,antelope_10004.jpg,1
4,antelope_10005.jpg,1
5,antelope_10006.jpg,1
6,antelope_10007.jpg,1
7,antelope_10008.jpg,1
8,antelope_10009.jpg,1
9,antelope_10010.jpg,1
10,antelope_10011.jpg,1
11,antelope_10012.jpg,1
12,antelope_10013.jpg,1
13,antelope_10014.jpg,1
14,antelope_10015.jpg,1
15,antelope_10016.jpg,1
16,antelope_10017.jpg,1
17,antelope_10018.jpg,1
18,antelope_10019.jpg,1
19,antelope_10020.jpg,1
20,antelope_10021.jpg,1
21,antelope_10022.jpg,1
22,antelope_10023.jpg,1
23,antelope_10024.jpg,1
24,antelope_10025.jpg,1
25,antelope_10026.jpg,1
26,antelope_10027.jpg,1
27,antelope_10028.jpg,1
28,antelope_10029.jpg,1
29,antelope_10030.jpg,1
30,antelope_10031.jpg,1
31,antelope_10032.jpg,1
32,antelope_10033.jpg,1
33,antelope_10034.jpg,1
34,antelope_10035.jpg,1
35,antelope_10036.jpg,1
36,antelope_10037.jpg,1
37,antelope_10038.jpg,1
38,antelope_10039.jpg,1
39,antelope_10040.jpg,1
40,antelope_10041.jpg,1
41,antelope_10042.jpg,1
42,antelope_10043.jpg,1
43,antelope_10044.jpg,1
44,antelope_10045.jpg,1
45,antelope_10046.jpg,1
46,antelope_10047.jpg,1
47,antelope_10048.jpg,1
48,antelope_10049.jpg,1
49,antelope_10050.jpg,1
50,antelope_10051.jpg,1
51,antelope_10052.jpg,1
52,antelope_10053.jpg,1
53,antelope_10054.jpg,1
54,antelope_10055.jpg,1
55,antelope_10056.jpg,1
56,antelope_10057.jpg,1
57,antelope_10058.jpg,1
58,antelope_10059.jpg,1
59,antelope_10060.jpg,1
60,antelope_10061.jpg,1
61,antelope_10062.jpg,1
62,antelope_10063.jpg,1
63,antelope_10064.jpg,1
64,antelope_10065.jpg,1
65,antelope_10066.jpg,1
66,antelope_10067.jpg,1
